"","X.2","X.1","X","id","resourceType","title","description","startDate","endDate","lat","lon","documentType","author","Evacuated","Homeless","Injuries","Deaths","Insured.Cost","Train.s..damaged","Train.s..destroyed","Home.s..damaged","Home.s..destroyed","Building.s..damaged","Building.s..destroyed","Ind.Premises.destroyed","Com.Premises.damaged","Com.Premises.destroyed","Bridge.s..damaged","Bridge.s..destroyed","Aircraft.damaged","Aircraft.destroyed","Motor.Vehicle.s..damaged","Motor.Vehicle.s..destroyed","Water.vessel.s..damaged","Water.vessel.s..destroyed","Business.es..damaged","Business.es..destroyed","Farm.s..damaged","Farm.s..destroyed","Crop.s..destroyed","Livestock.destroyed","Government.assistance","regions","subjects","url","resourceUrl","Disasterlength","buildingdestroyedordamaged","Vehiclesdamagedordestroyed"
"178",178,178,477,482,"Disaster Event","Bushfire","On 7 February 2009, as many as 400 fires were recorded across Victoria. There were&nbsp;78 communities affected, 173 lives lost and 2029 homes destroyed.  Twelve major fires and many more minor fires burned over 450,000 hectares and affected at least 78 communities, including Marysville, Kinglake, Kinglake West, Kilmore, Yea, Murrindindi, Alexandra, Marysville, St Andrews, Reedy Creek, Mittons Bridge, Humevale, Heathcote Junction, Flowerdale, Beechworth, Dargo, Bunyip, Mudgegonga, Narbethong, Cambarville, Koornalla, Jerralang Junction, Churchill, Callignee, Yarra Glen, Whittlesea, Upper Plenty, Toolangi, Strath Creek, Strathewen, Steels Creek, Bendigo and Redesdale.  Details of the recovery activities were released by the Victorian Bushfire Reconstruction and Recovery Authority. The Victorian Bushfires Royal Commission was established on 16 February 2009 to investigate the causes of and responses to the bushfires with the final report released and published in July 2010.  The Insurance Council of Australia estimated the 2009 damage at $1070 million, with the 2011 estimated normalised cost of $1266 million.","2/07/2009 0:00","2/08/2009 0:00",-37.56237411,145.3191986,NA,"",0,0,414,173,1.07e+09,0,0,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=482",NA,1,2090,0
"179",179,179,478,483,"Disaster Event","Drought/Heatwave","From 27 January until 8 February a heat wave affected parts of south-eastern Australia. The heatwave came in two major episodes, 28-31 January and 6-8 February.  In much of central, southern and western Victoria, maximum temperatures widely reached their highest levels since at least 1939. In Melbourne the temperature was above 43 &deg;C for three consecutive days from 28 to 30 January, reaching a peak of 45.1 &deg;C, the second highest on record behind 45.6 &deg;C in 1939.  In southern South Australia maximum temperatures widely reached their highest levels since at least 1939. Adelaide peaked at 45.7 &deg;C on 28 January and South Australia's highest temperature was 48.2 &deg;C at Kyancutta.  There were widespread power outages across both states. In Victoria, up to 500,000 homes and businesses were left without electricity. There were also major disruptions to train services with more than 1300 trains cancelled as rails buckled and air-conditioning failed.  A Department of Human Services report from the Victorian Government found that the heatwave contributed to 374 deaths.","1/27/2009 0:00","1/31/2009 0:00",-37.81310654,144.9633942,NA,"",0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Australia;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=483",NA,4,0,0
"180",180,180,479,484,"Disaster Event","Storm/Flood","On 20 May 2009 an east coast low formed off the south-east Queensland coast. In combination with a strong high pressure system in the southern Tasman Sea, gale to storm force east to south-east winds affected the northern New South Wales coast.  Consequently, heavy rain occurred over a large part of the north-east region during the period 19-23 May, with additional heavy falls on 20-21 May. This was the third major flood to occur in the Mid North Coast this year, compounding damage previously caused during the February and April floods.  Damage recorded in the region included winds of 130 km per hour at Byron Bay, closure of 240 schools, the Tweed area affected by a lightning strike disabling powerlines to the north and south of the region (12,000 homes and businesses), 16,000 people on the far north coast were without power overnight, 35,000 people isolated by floodwaters, an overall approximate 21,500 people isolated in the affected regions, and the Macleay River levee at Kempsey broke its banks inundating the township. One fatality occurred when a person attempted to cross a flooded creek in Coffs Harbor.  The State Government declared the following regions as natural disaster areas: Kempsey, Coffs Harbour, Bellingen, Nambucca, Port Macquarie-Hastings, Tweed, Byron, Ballina, Lismore, Kyogle, Richmond Valley and Clarence Valley local Government areas.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   The Insurance Council of Australia estimated the 2009 damage at $48 million, with the 2011 normalised cost of $55 million.","5/20/2009 0:00","5/23/2009 0:00",-28.64416122,153.612381,NA,"",0,0,0,1,4.8e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=484",NA,3,0,0
"181",181,181,484,490,"Disaster Event","Storm/Flood","During the period 31 March - 1 April 2009, Coffs Harbour and the surrounding regions experienced heavy rainfall associated with severe storms.&nbsp;The highest falls were recorded at; Red Hill 445 mm, Girralong 730 mm and Wooli 129 mm. The heights of the River systems increased significantly with Coffs&nbsp;Creek peaking at 5.14 m, Bellinger River peaking at 8.6 m, and the Nambucca River peaking at 10.4 m.  The effects of the flood were compounded by the heavy rainfall that occurred in February 2009. There was extensive damage and critical infrastructure, businesses, local industry, property, crops and landslips also occurred.  There were 760 requests for help from the State Emergency Services (SES).&nbsp;The response and recovery was assisted by New South Wales Fire Brigades, Rural Fire Service, Ambulance Service, Police Force and local councils. Over 100 people were rescued, 800 people evacuated and were accommodated overnight in emergency centres and three schools&nbsp;stayed children overnight.  The Minister for Emergency Services declared Coffs Harbour, Nambucca and Bellingen local government areas, a natural disaster zone.  The Insurance Council of Australia estimated the 2009 damage at $37 million, with the 2011 estimated normalised cost of $40 million.","3/31/2009 0:00","4/02/2009 0:00",-30.29631233,153.1156769,NA,"",0,0,0,0,3.7e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=490",NA,2,0,0
"182",182,182,485,491,"Disaster Event","Storm/Flood","Between 16 and 22 November 2008 heavy rains and subsequent flooding affected the Brisbane region and surrounding areas. A surface trough developed through inland Queensland and combined with an upper level trough system to deliver severe thunderstorms and flood rainfall across parts of south-east Queensland. The system affected multiple towns including Ipswich, Lockyer Valley, Bundamba, Tallagalla, Forest Hill and Ebbw Vale.  The heavy deluge produced significant rainfall over the catchment areas, which resulted in rapid river rises and consequent flooding. There was widespread damage to infrastructure including roads, railway lines and bridges as well as buildings and houses. Furthermore, many vehicles were damaged due to the rapid rise in rivers and creeks.  A person died when their car was swept away by floodwaters at a crossing on Laidley Creek at Forest Hill near Gatton.  The Insurance Council of Australia estimated the 2008 damage at $309 million, with the 2011 estimated normalised cost of $355 million.","11/16/2008 0:00","11/22/2008 0:00",-27.6130867,152.758194,NA,"",0,0,0,1,3.09e+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=491",NA,6,0,0
"183",183,183,487,493,"Disaster Event","Storm/Flood","Victoria  On 2 April&nbsp;2008 very strong northerly winds developed across central and western Victoria. Maximum wind gusts in Victoria were recorded at Mt Gellibrand at 131 km per hour, Dunns Hill in the Dandenongs at 115 km per hour and Melbourne Airport 107 km per hour.  Areas of raised dust were reported from the western half of the state, with visibility down to 200 m in some places.  The heaviest rainfall totals were from Falls Creek (Rocky Valley Dam) with 50 mm and Wilsons Promontory with 26 mm. The storm sent vegetation and debris flying, caused major disruption to Melbourne traffic and public transport systems and&nbsp;extensive damage to the electricity distribution network. Lanes were closed on the Westgate bridge where wind gusts were close to 120 km per hour, many traffic lights were out and conditions on the roads were chaotic. Several boats were washed ashore at Mornington, where large waves were observed.  There were reports that two people died as a result of this storm in Victoria.  More than 9,500 requests for assistance were received by emergency service agencies across the State between 2-7 April 2008 as a result of this event.  The Department of Human Services (DHS) coordinated Red Cross and local government to support the community with recovery, distributing 864 personal hardship grants totalling $240,115.  South Australia  An intense low on 2 April produced widespread wind gusts in excess of 90 km per hour across the Mount Lofty Ranges, Kangaroo Island and the South East districts of South Australia.  Tasmania  A deep low pressure system passed close to Tasmania bringing destructive winds from late 2nd April until early the next day with individual wind gusts well over 100 km per hour recorded at several locations. More than 40,000 premises lost power with at least 200 fallen power lines caused road closures. Many buildings lost their roofs. The pressure at Maatsuyker Island dipped to 966.2 hPa on 3 April the second lowest mean sea level pressure ever reported in Tasmania. Strong and gusty winds on 2 April caused a dust storm in the southern Midlands.  The estimated damage bill was around two million dollars.  The Insurance Council of Australia estimated the 2008 damage at $65 million across the three states, with the 2011&nbsp;estimated normalised cost of $79 million.","4/02/2008 0:00","4/02/2008 0:00",-38.22995377,143.8007355,NA,"",0,0,0,2,6.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tasmania;South Australia;Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=493",NA,0,0,0
"184",184,184,488,494,"Disaster Event","Storm/Flood","During the period 10 - 18 February 2008, a number of severe weather fronts permeated numerous areas including the western, far north, central and south-east regions of Queensland. Towns seriously affected by the weather included Townsville, Bundaberg, Mackay, Rockhampton, Airlie Beach, Proserpine, Cooktown, Cairns and Ingham. Heavy rainfall and subsequent flooding resulted in widespread damage across the state of Queensland. There was notable damage to state infrastructure as well as other damage relating to buildings and houses. At Mackay 4000 houses were inundated from flood water. Agriculture and horticulture based industries also sustained heavy losses.  The Insurance Council of Australia estimated the 2008&nbsp;damage at $410 million, with the 2011 estimated normalised cost of $507 million.","2/14/2008 0:00","2/17/2008 0:00",-21.14058876,149.1856689,NA,"",0,0,0,0,4.1e+08,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=494",NA,3,4000,0
"185",185,185,489,495,"Disaster Event","Storm/Flood","During the period 10 &ndash; 18 February 2008, a number of severe weather fronts permeated numerous areas including the western, far north, central and south-east regions of Queensland. Towns seriously affected by the weather included Townsville, Bundaberg, Mackay, Rockhampton, Airlie Beach, Proserpine, Cooktown, Cairns and Ingham.  Heavy rainfall and subsequent flooding resulted in widespread damage across the state of Queensland. There was notable damage to state infrastructure as well as other damage relating to buildings and houses. At Mackay 4000 houses were inundated from flood water. Agriculture and horticulture based industries also sustained heavy losses.  The Insurance Council of Australia estimated the 2008 damage at $410 million, with the 2011 normalised cost of $507 million.  &nbsp;","2/10/2008 0:00","2/18/2008 0:00",-27.99584007,152.6824951,NA,"",0,0,0,0,4.1e+08,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=495",NA,8,4000,0
"186",186,186,490,496,"Disaster Event","Storm/Flood","Rainfall in excess of 200 mm on the night of 3 January resulted in flooding on the NSW north coast, including Kyogle and near Mullumbimby.&nbsp;The State Emergency Service (SES) received more than&nbsp;80 requests for assistance.&nbsp;In Kyogle, the SES evacuated 30 people from a caravan park and responded to two landslide incidents. A caravan park was evacuated&nbsp;in Lismore as flooding of local roads occurred. The heavy rainfall resulted in flood warnings for a number of catchments including the Tweed, Richmond, Wilsons, Bellinger, Orara and Clarence Rivers.  By 6 January, there were several thousand people isolated by floodwaters. The&nbsp;SES worked with the Department of Community Services to evacuate an Aboriginal community of around 160 residents at Cabbage Tree Island near Woodburn, threatened by flooding waters. Supply operations were undertaken by SES volunteers via helicopter, floodboat and high-clearance 4WD vehicles. Approximately 80 air support supply tasks were completed over a five day period.  The local government areas of Ballina, Byron, Clarence Valley, Kyogle, Lismore, Richmond Valley, Tenterfield and Tweed were declared natural disaster areas, eligible for assistance under the Natural Disaster Relief and Recovery Arrangements.  The Insurance Council of Australia estimated the 2008 damage at $15 million, with the 2011 estimated normalised cost of $17 million.","1/04/2008 0:00","1/11/2008 0:00",-28.62035561,153.0040588,NA,"",0,0,0,0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=496",NA,7,0,0
"187",187,187,491,497,"Disaster Event","Storm/Flood","During January 2008 atropical low caused state-wide monsoonal rainfall that resulted in widespread flooding throughout Queensland. The Minister for Emergency Services declared 55 local Government areas impacted by the flooding eligible for assistance under the Natural Disaster Relief and Recovery Arrangements (NDRRA). State Emergency Service volunteers responded to more than 1000 calls for assistance as a result of the flooding.  The January floods of 2008 caused extensive damage over Queensland. Infrastructure including roads and railways were badly disrupted. Numerous houses were inundated by flood waters and a number of people were evacuated in the Emerald region.   The Insurance Council of Australia estimated the 2008 damage at $70 million, with the 2011 estimated normalised cost of $85 million.  South-east Queensland  On 4 January, light to moderate rain fell in this area resulting in flooding of major rivers including the Nerang Coomera Rivers, Gold Coast Creeks and the Logan/Albert Rivers with moderate to major flooding which lasted 1-3 days.  Far North Queensland  On 8 January, as ex-Tropical Cyclone Helen moved over Cape York Peninsula. The tropical low produced heavy rainfall causing river rises and minor flooding in the Tully River and adjacent coastal streams   Western Queensland  Between 11 - 20 January, a low pressure system created by Tropical Cyclone Helen brought about widespread rainfall. The rainfall resulted in fast river rises and major flooding on the Thompson / Barcoo Rivers Cooper Creek, Paroo River, Bulloo River, Warrego River, Dumaresq / Macintyre Rivers, and the Condamine / Balonne Rivers.&nbsp;  Central Queensland  Between 10 - 20 January, heavy rainfall intensified over Central Queensland. This rainfall produced widespread flooding to numerous rivers including the Ross River, Haughton River, Don River, Pioneer River, Nogoa River, Fitzroy River, Belyando and the Burdekin River. Bogantungan, situated to the west of the city of Emerald recorded a four day rainfall total of nearly 700 mm.","1/01/2008 0:00","1/31/2008 0:00",-27.47092438,153.0235443,NA,"",0,0,0,0,7e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=497",NA,30,0,0
